Id,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
1912,33.0,10.0,0.303030303030303,2,0,1,2,6,6.0,0,261,1.0,1.0,False
1913,16.0,33.0,2.0625,5,0,0,4,6,8.0,1,260,3.0,2.0,False
1914,12.0,1.0,0.0833333333333333,4,0,0,10,8,0.0,0,132,0.0,1.0,True
1915,21.0,6.0,0.2857142857142857,3,0,0,1,1,3.0,2,344,0.0,0.0,False
1918,4.0,52.0,13.0,4,0,2,0,1,0.0,1,154,0.0,32.0,True
1919,12.0,79.0,6.583333333333333,5,0,0,3,5,8.0,0,246,9.0,8.0,False
1920,43.0,1.0,0.0232558139534883,7,2,0,3,2,1.0,0,389,0.0,0.0,False
1921,2.0,30.0,15.0,6,0,0,0,0,1.0,1,187,2.0,3.0,False
1922,12.0,2.0,0.1666666666666666,7,0,0,7,3,1.0,2,345,0.0,0.0,False
1923,6.0,8.0,1.3333333333333333,9,0,2,6,0,3.0,0,371,0.0,1.0,False
1924,2.0,37.0,18.5,1,0,1,0,1,0.0,0,187,0.0,19.0,True
1925,1.0,5.0,5.0,4,0,0,0,0,1.0,0,110,1.0,0.0,False
1926,9.0,3.0,0.3333333333333333,2,0,0,8,3,1.0,0,105,0.0,2.0,True
1928,15.0,40.0,2.6666666666666665,7,0,0,1,1,10.0,2,261,6.0,0.0,False
1929,33.0,41.0,1.2424242424242424,12,0,0,0,0,29.0,0,206,6.0,3.0,False
1930,6.0,35.0,5.833333333333333,6,0,0,0,0,5.0,0,305,5.0,0.0,False
1931,18.0,30.0,1.6666666666666667,8,0,0,1,1,13.0,0,344,4.0,0.0,False
1932,3.0,4.0,1.3333333333333333,3,0,0,0,1,1.0,1,74,0.0,3.0,True
1934,5.0,16.0,3.2,4,0,0,2,1,3.0,1,160,2.0,0.0,False
1935,12.0,90.0,7.5,13,1,4,6,2,7.0,1,318,14.0,15.0,False
1936,6.0,12.0,2.0,10,0,0,5,1,4.0,1,153,0.0,1.0,False
1937,17.0,32.0,1.8823529411764703,4,0,0,10,9,2.0,0,105,0.0,21.0,True
1938,26.0,3.0,0.1153846153846153,6,0,0,0,0,3.0,0,356,0.0,0.0,False
1939,4.0,12.0,3.0,3,0,0,0,1,0.0,0,150,0.0,7.0,True
1940,10.0,0.0,0.0,5,0,0,2,2,0.0,0,381,0.0,0.0,False
1941,23.0,27.0,1.173913043478261,12,0,0,6,4,14.0,0,264,1.0,7.0,False
1943,8.0,9.0,1.125,3,0,1,8,9,3.0,2,194,0.0,6.0,True
1944,19.0,5.0,0.2631578947368421,7,0,1,0,0,4.0,0,327,1.0,0.0,False
1945,16.0,29.0,1.8125,7,0,2,4,5,10.0,1,126,2.0,3.0,False
1946,16.0,20.0,1.25,12,0,0,5,4,10.0,0,185,0.0,4.0,False
1947,4.0,70.0,17.5,11,0,3,0,0,3.0,0,476,12.0,2.0,False
1949,10.0,80.0,8.0,5,0,0,4,0,6.0,1,358,6.0,2.0,False
1950,14.0,1.0,0.0714285714285714,3,0,0,2,5,1.0,0,110,0.0,0.0,False
1951,12.0,95.0,7.916666666666667,7,0,2,4,1,7.0,0,195,7.0,8.0,False
1952,5.0,5.0,1.0,9,0,0,5,1,3.0,0,283,0.0,1.0,False
1953,2.0,3.0,1.5,7,0,1,0,1,1.0,1,325,1.0,1.0,False
1954,1.0,0.0,0.0,7,0,2,0,0,0.0,2,262,0.0,0.0,False
1955,23.0,17.0,0.7391304347826086,5,2,0,9,3,12.0,1,327,4.0,4.0,False
1956,7.0,9.0,1.2857142857142858,5,2,0,3,4,4.0,2,126,1.0,1.0,False
1957,10.0,10.0,1.0,1,0,1,7,4,3.0,2,115,0.0,7.0,True
1958,6.0,28.0,4.666666666666667,3,1,0,0,2,2.0,0,160,0.0,19.0,True
1960,21.0,11.0,0.5238095238095238,13,0,0,8,5,7.0,1,208,1.0,2.0,False
1961,17.0,138.0,8.117647058823529,10,0,0,1,3,14.0,1,469,20.0,13.0,False
1962,29.0,19.0,0.6551724137931034,11,2,0,8,4,12.0,0,333,2.0,3.0,False
1963,19.0,22.0,1.1578947368421053,8,0,2,3,2,13.0,0,339,3.0,1.0,False
1966,8.0,52.0,6.5,4,0,0,5,2,5.0,0,148,4.0,5.0,False
1967,34.0,82.0,2.411764705882353,11,3,0,0,0,30.0,0,405,15.0,2.0,False
1968,8.0,5.0,0.625,4,0,2,5,5,3.0,0,255,0.0,0.0,False
1969,18.0,42.0,2.333333333333333,6,0,0,5,3,11.0,0,199,1.0,5.0,False
1970,6.0,63.0,10.5,7,0,1,4,1,3.0,2,308,5.0,4.0,False
1971,10.0,54.0,5.4,8,0,3,9,1,6.0,1,165,5.0,9.0,False
1973,19.0,29.0,1.5263157894736843,6,0,0,4,1,10.0,1,242,2.0,1.0,False
1974,13.0,83.0,6.384615384615385,9,0,1,5,3,7.0,0,249,2.0,13.0,False
1975,21.0,12.0,0.5714285714285714,9,0,3,3,1,8.0,1,199,1.0,1.0,False
1978,3.0,44.0,14.666666666666666,0,0,0,0,1,0.0,1,143,0.0,24.0,True
1979,35.0,47.0,1.3428571428571427,6,0,2,5,4,21.0,1,125,5.0,4.0,False
1980,17.0,89.0,5.235294117647059,13,0,0,0,0,12.0,0,370,14.0,9.0,False
1981,3.0,7.0,2.333333333333333,2,0,1,1,0,2.0,1,241,1.0,0.0,False
1982,29.0,19.0,0.6551724137931034,3,0,0,4,1,13.0,1,186,3.0,1.0,False
1983,11.0,64.0,5.818181818181818,6,0,2,2,0,6.0,1,351,7.0,3.0,False
1984,33.0,16.0,0.4848484848484848,11,0,3,0,0,12.0,1,290,3.0,0.0,False
1985,8.0,92.0,11.5,11,3,1,6,1,5.0,1,211,4.0,18.0,False
1986,44.0,35.0,0.7954545454545454,7,0,0,2,5,27.0,1,346,6.0,1.0,False
1987,21.0,27.0,1.2857142857142858,9,0,0,6,5,11.0,0,379,1.0,5.0,False
1988,23.0,17.0,0.7391304347826086,13,0,0,1,3,14.0,0,232,3.0,0.0,False
1989,9.0,4.0,0.4444444444444444,4,1,2,7,9,0.0,1,176,0.0,2.0,True
1990,9.0,37.0,4.111111111111111,10,0,0,1,1,7.0,1,282,6.0,1.0,False
1991,17.0,10.0,0.5882352941176471,10,1,0,8,3,5.0,0,198,0.0,1.0,False
1992,21.0,77.0,3.6666666666666665,5,0,1,9,4,12.0,0,244,12.0,11.0,False
1993,10.0,10.0,1.0,5,0,0,3,4,5.0,0,212,1.0,1.0,False
1995,10.0,52.0,5.2,6,0,0,8,2,6.0,0,358,8.0,12.0,False
1996,5.0,31.0,6.2,5,0,1,2,1,3.0,0,286,2.0,0.0,False
1997,24.0,38.0,1.5833333333333333,6,0,0,5,5,13.0,0,285,0.0,4.0,False
1998,7.0,33.0,4.714285714285714,1,0,1,7,0,1.0,0,125,0.0,22.0,True
1999,6.0,12.0,2.0,1,0,0,0,2,2.0,1,56,0.0,8.0,True
2000,32.0,9.0,0.28125,14,0,1,7,4,5.0,1,196,0.0,1.0,False
2001,6.0,4.0,0.6666666666666666,8,0,0,2,1,2.0,1,177,1.0,0.0,False
2002,16.0,39.0,2.4375,8,0,0,2,2,8.0,1,193,3.0,1.0,False
2003,7.0,58.0,8.285714285714286,6,0,2,2,1,5.0,0,191,5.0,1.0,False
2004,28.0,2.0,0.0714285714285714,9,0,0,1,6,1.0,0,294,0.0,0.0,False
2005,2.0,2.0,1.0,4,0,1,0,0,1.0,1,187,0.0,0.0,False
2006,5.0,2.0,0.4,6,0,0,5,3,1.0,1,268,0.0,0.0,False
2007,5.0,39.0,7.8,4,0,2,0,2,0.0,1,80,0.0,25.0,True
2008,1.0,24.0,24.0,5,0,1,0,1,1.0,1,192,1.0,2.0,False
2009,14.0,56.0,4.0,4,0,0,3,6,9.0,1,217,3.0,5.0,False
2011,7.0,38.0,5.428571428571429,3,0,1,4,2,5.0,0,241,2.0,3.0,False
2012,4.0,23.0,5.75,1,0,0,0,2,0.0,1,52,0.0,13.0,True
2013,14.0,37.0,2.642857142857143,7,0,0,2,6,9.0,1,261,4.0,3.0,False
2014,2.0,2.0,1.0,2,0,0,1,3,1.0,1,143,0.0,0.0,False
2015,6.0,33.0,5.5,1,0,0,0,2,0.0,0,198,0.0,20.0,True
2016,5.0,40.0,8.0,10,0,1,0,0,4.0,1,444,6.0,0.0,False
2017,26.0,44.0,1.6923076923076923,12,0,3,6,6,18.0,1,313,1.0,9.0,False
2018,7.0,0.0,0.0,3,1,1,7,2,0.0,1,111,0.0,0.0,True
2020,9.0,44.0,4.888888888888889,7,0,0,2,3,7.0,0,386,7.0,2.0,False
2021,4.0,33.0,8.25,4,0,1,0,1,0.0,1,104,0.0,18.0,True
2022,20.0,25.0,1.25,13,0,0,1,3,15.0,0,225,5.0,1.0,False
2023,15.0,1.0,0.0666666666666666,8,0,0,1,1,1.0,0,320,0.0,0.0,False
2024,14.0,13.0,0.9285714285714286,13,0,0,1,4,11.0,0,426,2.0,0.0,False
2025,13.0,64.0,4.923076923076923,12,0,0,8,3,7.0,1,187,14.0,8.0,False
2026,4.0,37.0,9.25,2,0,0,0,2,2.0,0,88,0.0,24.0,True
2027,11.0,68.0,6.181818181818182,10,0,2,8,1,6.0,1,248,6.0,16.0,False
2028,7.0,5.0,0.7142857142857143,7,3,1,6,0,3.0,0,392,1.0,1.0,False
2029,8.0,17.0,2.125,7,0,0,3,1,5.0,1,158,2.0,0.0,False
2030,27.0,8.0,0.2962962962962963,13,0,0,2,3,7.0,0,401,1.0,0.0,False
2031,15.0,51.0,3.4,2,0,0,5,5,9.0,0,130,6.0,5.0,False
2032,30.0,60.0,2.0,9,0,0,2,2,17.0,0,300,8.0,2.0,False
2033,1.0,0.0,0.0,0,0,0,0,0,0.0,0,149,0.0,0.0,True
2034,25.0,4.0,0.16,7,0,1,3,7,2.0,0,116,0.0,0.0,False
2035,31.0,75.0,2.419354838709677,6,1,0,2,3,18.0,1,181,6.0,2.0,False
2036,26.0,128.0,4.923076923076923,7,0,2,5,6,13.0,1,101,11.0,11.0,False
2037,1.0,17.0,17.0,0,0,0,0,1,0.0,0,89,0.0,10.0,True
2038,10.0,3.0,0.3,7,0,2,4,5,2.0,1,174,0.0,0.0,False
2039,6.0,30.0,5.0,6,0,0,4,4,3.0,0,268,3.0,2.0,False
2040,13.0,13.0,1.0,3,0,0,7,9,3.0,1,103,0.0,8.0,True
2041,19.0,3.0,0.1578947368421052,3,0,1,4,1,2.0,0,376,0.0,0.0,False
2042,56.0,68.0,1.2142857142857142,18,0,0,3,5,50.0,0,479,9.0,1.0,False
2044,5.0,29.0,5.8,3,0,1,0,2,1.0,2,67,0.0,16.0,True
2045,25.0,73.0,2.92,5,0,0,4,1,14.0,0,290,6.0,6.0,False
2046,9.0,14.0,1.5555555555555556,9,0,1,6,1,5.0,1,277,0.0,2.0,False
2048,1.0,15.0,15.0,3,0,0,0,2,0.0,1,194,0.0,10.0,True
2049,8.0,8.0,1.0,3,0,0,7,9,0.0,0,78,0.0,4.0,True
2050,30.0,40.0,1.3333333333333333,7,0,1,2,7,17.0,0,297,5.0,4.0,False
2051,17.0,16.0,0.9411764705882352,5,1,0,2,2,9.0,2,299,1.0,0.0,False
2052,7.0,20.0,2.857142857142857,12,0,2,6,0,4.0,1,370,1.0,3.0,False
2053,13.0,66.0,5.076923076923077,1,0,0,8,8,3.0,2,128,0.0,35.0,True
2054,29.0,53.0,1.827586206896552,5,0,1,4,6,20.0,0,268,3.0,5.0,False
2055,21.0,50.0,2.380952380952381,6,0,0,5,3,14.0,0,386,3.0,9.0,False
2056,17.0,43.0,2.5294117647058822,7,0,1,3,5,9.0,1,284,4.0,3.0,False
2057,12.0,18.0,1.5,7,0,0,2,1,6.0,1,290,2.0,1.0,False
2058,7.0,15.0,2.142857142857143,7,0,2,5,3,4.0,0,265,2.0,1.0,False
2059,15.0,0.0,0.0,3,1,0,9,8,0.0,1,189,0.0,0.0,True
2060,35.0,22.0,0.6285714285714286,5,0,2,2,2,15.0,0,180,2.0,1.0,False
2061,42.0,66.0,1.5714285714285714,3,0,0,5,5,26.0,1,110,8.0,5.0,False
2062,15.0,63.0,4.2,3,0,2,1,2,9.0,0,387,5.0,6.0,False
2063,5.0,0.0,0.0,5,0,2,2,3,0.0,0,301,0.0,0.0,False
2064,6.0,30.0,5.0,11,0,4,5,0,4.0,1,152,0.0,7.0,False
2065,3.0,15.0,5.0,13,0,3,0,1,2.0,1,325,1.0,3.0,False
2066,14.0,32.0,2.2857142857142856,6,0,2,4,5,8.0,1,131,2.0,3.0,False
2067,24.0,19.0,0.7916666666666666,13,0,4,1,3,16.0,0,245,3.0,1.0,False
2068,26.0,2.0,0.0769230769230769,6,0,0,1,3,1.0,1,365,0.0,0.0,False
2069,41.0,16.0,0.3902439024390244,10,0,0,0,0,13.0,0,332,2.0,1.0,False
2070,33.0,30.0,0.9090909090909092,2,1,1,5,6,18.0,0,287,2.0,3.0,False
2071,21.0,5.0,0.238095238095238,9,0,0,4,1,3.0,0,256,1.0,0.0,False
2072,4.0,50.0,12.5,11,0,0,0,1,3.0,0,371,1.0,10.0,False
2073,3.0,2.0,0.6666666666666666,5,2,0,2,1,1.0,0,266,0.0,0.0,False
2074,42.0,0.0,0.0,12,0,3,2,4,0.0,0,262,0.0,0.0,False
2076,7.0,11.0,1.5714285714285714,5,0,2,5,3,4.0,0,309,2.0,2.0,False
2077,8.0,33.0,4.125,13,0,3,2,3,7.0,0,398,4.0,1.0,False
2078,11.0,90.0,8.181818181818182,5,0,2,1,3,10.0,0,332,13.0,10.0,False
2079,1.0,6.0,6.0,11,0,0,0,1,1.0,0,186,0.0,1.0,False
2081,8.0,2.0,0.25,7,0,2,8,1,1.0,1,205,0.0,0.0,False
2082,2.0,25.0,12.5,4,0,0,0,2,1.0,0,286,0.0,5.0,False
2083,25.0,8.0,0.32,9,0,0,1,1,5.0,1,229,1.0,0.0,False
2085,27.0,53.0,1.962962962962963,5,0,2,2,5,18.0,0,183,4.0,5.0,False
2086,23.0,65.0,2.8260869565217392,14,0,6,7,3,13.0,1,341,3.0,10.0,False
2087,33.0,8.0,0.2424242424242424,6,0,0,1,2,4.0,0,326,1.0,1.0,False
2088,4.0,43.0,10.75,3,0,0,0,2,0.0,1,164,0.0,22.0,True
2089,19.0,52.0,2.736842105263158,7,0,0,9,5,13.0,1,398,1.0,7.0,False
2090,13.0,22.0,1.6923076923076923,8,0,2,3,2,7.0,1,326,3.0,1.0,False
2091,12.0,3.0,0.25,9,0,2,8,3,2.0,0,311,0.0,0.0,False
2093,17.0,10.0,0.5882352941176471,10,0,3,9,3,7.0,1,372,0.0,2.0,False
2094,12.0,22.0,1.8333333333333333,1,0,1,7,8,0.0,0,82,0.0,14.0,True
2095,30.0,46.0,1.5333333333333334,14,0,0,8,5,19.0,0,318,14.0,7.0,False
2096,5.0,7.0,1.4,4,1,2,0,2,2.0,1,69,0.0,5.0,True
2097,12.0,41.0,3.4166666666666665,3,1,0,7,8,6.0,0,173,0.0,26.0,True
2098,18.0,103.0,5.722222222222222,2,0,1,3,6,10.0,1,183,8.0,8.0,False
2099,11.0,15.0,1.3636363636363635,14,4,0,9,1,7.0,0,391,0.0,2.0,False
2100,11.0,4.0,0.3636363636363636,2,0,0,8,6,0.0,1,57,0.0,3.0,True
2101,7.0,30.0,4.285714285714286,3,1,0,2,4,4.0,2,172,2.0,2.0,False
2102,3.0,31.0,10.333333333333334,4,0,0,0,1,2.0,0,303,1.0,3.0,False
2103,3.0,26.0,8.666666666666666,8,0,3,1,1,2.0,0,226,3.0,2.0,False
2104,43.0,68.0,1.5813953488372092,13,0,1,0,0,38.0,0,419,11.0,2.0,False
2105,20.0,73.0,3.65,6,0,0,5,4,11.0,0,175,11.0,10.0,False
2106,19.0,34.0,1.7894736842105263,12,0,2,9,4,12.0,0,378,2.0,8.0,False
2107,34.0,57.0,1.6764705882352942,6,0,0,3,2,20.0,1,153,3.0,2.0,False
2108,12.0,10.0,0.8333333333333334,12,0,1,5,3,5.0,1,380,1.0,2.0,False
2109,29.0,81.0,2.793103448275862,7,0,0,9,5,16.0,0,252,2.0,19.0,False
2110,17.0,73.0,4.294117647058823,2,0,2,3,6,9.0,0,144,6.0,6.0,False
2111,8.0,18.0,2.25,9,0,0,1,1,4.0,1,359,2.0,1.0,False
2112,4.0,27.0,6.75,4,0,1,0,1,2.0,1,330,3.0,6.0,False
2113,11.0,0.0,0.0,5,0,0,9,1,0.0,0,371,0.0,0.0,False
2115,11.0,16.0,1.4545454545454546,13,2,5,1,3,9.0,0,273,2.0,0.0,False
2116,39.0,25.0,0.6410256410256411,10,0,3,2,4,21.0,0,280,3.0,0.0,False
2117,18.0,4.0,0.2222222222222222,11,0,0,1,3,3.0,0,377,1.0,0.0,False
2119,12.0,45.0,3.75,4,0,0,3,4,7.0,1,234,2.0,3.0,False
2120,1.0,1.0,1.0,14,0,0,0,0,1.0,0,307,0.0,0.0,False
2121,18.0,0.0,0.0,6,0,0,1,2,0.0,1,218,0.0,0.0,False
2122,13.0,6.0,0.4615384615384615,6,0,1,3,6,4.0,1,230,1.0,0.0,False
2123,1.0,2.0,2.0,3,0,1,0,2,0.0,0,85,0.0,1.0,True
2124,3.0,10.0,3.333333333333333,4,0,1,2,1,2.0,2,286,1.0,1.0,False
2126,13.0,27.0,2.076923076923077,2,0,1,4,5,7.0,1,246,2.0,2.0,False
2127,13.0,8.0,0.6153846153846154,13,0,0,9,1,5.0,0,332,0.0,2.0,False
2128,14.0,43.0,3.071428571428572,9,0,0,1,2,9.0,0,228,4.0,2.0,False
2129,1.0,15.0,15.0,4,0,0,0,0,0.0,1,150,0.0,8.0,True
2130,15.0,9.0,0.6,11,0,3,1,2,7.0,0,215,2.0,0.0,False
2131,19.0,3.0,0.1578947368421052,4,0,0,8,9,0.0,0,164,0.0,2.0,True
2133,7.0,3.0,0.4285714285714285,6,0,1,5,1,2.0,1,232,0.0,0.0,False
2134,38.0,11.0,0.2894736842105263,5,0,0,3,3,6.0,0,165,1.0,0.0,False
2135,1.0,0.0,0.0,0,0,0,0,1,0.0,1,196,0.0,0.0,False
2136,2.0,3.0,1.5,4,0,2,0,0,1.0,0,253,0.0,0.0,False
2137,13.0,37.0,2.8461538461538463,6,1,0,3,2,7.0,0,174,5.0,1.0,False
2138,1.0,19.0,19.0,5,0,1,0,1,1.0,2,168,1.0,1.0,False
2140,17.0,28.0,1.6470588235294117,9,0,0,7,4,10.0,0,282,4.0,5.0,False
2141,3.0,15.0,5.0,5,0,0,0,0,2.0,1,375,0.0,4.0,False
2142,33.0,72.0,2.1818181818181817,3,0,0,2,3,23.0,0,324,7.0,7.0,False
2146,5.0,22.0,4.4,3,0,1,5,1,3.0,1,176,1.0,2.0,False
2147,11.0,24.0,2.1818181818181817,11,0,0,7,3,7.0,1,203,4.0,5.0,False
2148,9.0,47.0,5.222222222222222,2,0,1,3,5,5.0,1,266,3.0,4.0,False
2149,2.0,1.0,0.5,7,0,2,0,0,1.0,0,214,0.0,0.0,False
2150,2.0,18.0,9.0,2,0,0,0,2,0.0,2,180,0.0,12.0,True
2151,13.0,2.0,0.1538461538461538,6,0,2,7,3,1.0,1,393,0.0,0.0,False
2152,13.0,51.0,3.923076923076923,5,0,1,1,1,7.0,0,354,5.0,8.0,False
2153,31.0,17.0,0.5483870967741935,6,0,0,2,6,10.0,1,253,1.0,2.0,False
2154,6.0,6.0,1.0,3,1,0,0,2,4.0,2,132,0.0,4.0,True
2155,9.0,21.0,2.333333333333333,11,0,0,2,2,7.0,0,473,4.0,1.0,False
2156,17.0,14.0,0.8235294117647058,5,0,1,8,3,8.0,1,209,0.0,3.0,False
2157,12.0,0.0,0.0,5,0,1,6,2,0.0,1,224,0.0,0.0,False
2159,16.0,32.0,2.0,9,0,0,1,1,9.0,1,190,3.0,4.0,False
2160,14.0,34.0,2.4285714285714284,6,0,1,2,2,10.0,0,280,5.0,3.0,False
2161,14.0,13.0,0.9285714285714286,8,0,0,6,3,7.0,0,378,3.0,3.0,False
2163,10.0,22.0,2.2,8,0,0,2,0,7.0,1,290,3.0,1.0,False
2164,12.0,41.0,3.4166666666666665,13,0,4,6,2,6.0,1,247,7.0,4.0,False
2165,2.0,24.0,12.0,6,0,3,0,0,2.0,0,308,3.0,1.0,False
2166,18.0,5.0,0.2777777777777778,9,0,0,4,1,3.0,0,331,1.0,0.0,False
2167,3.0,20.0,6.666666666666667,4,0,0,0,2,0.0,1,113,0.0,14.0,True
2168,5.0,6.0,1.2,3,0,1,4,4,3.0,0,146,1.0,1.0,False
2169,3.0,49.0,16.333333333333332,12,0,1,0,0,2.0,1,237,6.0,0.0,False
2170,6.0,18.0,3.0,4,0,2,0,2,1.0,0,135,0.0,10.0,True
2171,7.0,0.0,0.0,6,0,1,7,1,0.0,1,378,0.0,0.0,False
2172,15.0,4.0,0.2666666666666666,7,0,0,2,6,3.0,1,233,0.0,0.0,False
2173,19.0,2.0,0.1052631578947368,5,0,0,0,0,2.0,0,467,0.0,0.0,False
2174,2.0,0.0,0.0,6,2,0,0,1,0.0,1,238,0.0,0.0,False
2175,2.0,1.0,0.5,5,0,1,0,0,1.0,0,258,0.0,0.0,False
2176,32.0,1.0,0.03125,8,0,3,1,6,1.0,0,445,0.0,0.0,False
2177,12.0,35.0,2.9166666666666665,5,0,0,2,6,7.0,0,114,4.0,3.0,False
2178,7.0,8.0,1.1428571428571428,9,2,0,4,0,5.0,0,256,1.0,0.0,False
2179,1.0,8.0,8.0,4,0,0,0,2,0.0,0,73,0.0,5.0,True
2180,16.0,13.0,0.8125,9,2,2,3,1,7.0,0,389,1.0,0.0,False
2181,3.0,38.0,12.666666666666666,1,0,0,0,1,0.0,1,193,0.0,21.0,True
2182,14.0,3.0,0.2142857142857142,7,0,1,8,2,2.0,0,357,1.0,0.0,False
2184,1.0,14.0,14.0,1,1,0,0,1,1.0,0,199,2.0,1.0,False
2185,7.0,26.0,3.7142857142857135,14,0,4,6,0,4.0,1,243,7.0,6.0,False
2187,1.0,0.0,0.0,6,0,0,0,2,0.0,2,206,0.0,0.0,False
2188,2.0,17.0,8.5,2,0,0,0,0,2.0,0,211,2.0,0.0,False
2189,2.0,17.0,8.5,3,0,1,0,0,0.0,1,113,0.0,9.0,True
2190,19.0,11.0,0.5789473684210527,5,0,1,4,6,6.0,0,116,1.0,1.0,False
2191,7.0,39.0,5.571428571428571,1,0,1,7,6,2.0,1,67,0.0,27.0,True
2192,3.0,12.0,4.0,1,0,0,0,1,0.0,0,61,0.0,7.0,True
2193,9.0,36.0,4.0,8,0,0,4,0,6.0,1,376,4.0,0.0,False
2194,2.0,1.0,0.5,2,0,1,0,2,0.0,1,121,0.0,1.0,True
2195,2.0,1.0,0.5,6,0,0,0,2,1.0,0,330,0.0,0.0,False
2196,15.0,1.0,0.0666666666666666,9,0,5,4,1,1.0,0,225,0.0,0.0,False
2197,14.0,2.0,0.1428571428571428,6,0,0,3,5,1.0,0,202,0.0,0.0,False
2199,7.0,27.0,3.857142857142857,14,1,3,7,0,4.0,2,386,2.0,3.0,False
2200,15.0,85.0,5.666666666666667,6,0,2,4,1,9.0,1,270,7.0,2.0,False
2201,7.0,42.0,6.0,6,0,1,1,3,5.0,0,317,7.0,0.0,False
2202,1.0,18.0,18.0,4,0,2,0,2,0.0,2,63,0.0,10.0,True
2203,3.0,27.0,9.0,3,0,1,0,1,0.0,1,51,0.0,16.0,True
2205,19.0,15.0,0.7894736842105263,2,0,0,2,5,8.0,0,118,2.0,1.0,False
2206,16.0,15.0,0.9375,14,0,0,9,3,10.0,1,259,2.0,2.0,False
2207,12.0,6.0,0.5,3,0,0,2,2,4.0,1,165,0.0,0.0,False
2210,8.0,6.0,0.75,12,0,0,5,1,4.0,1,267,0.0,1.0,False
2211,22.0,26.0,1.181818181818182,5,0,1,2,1,14.0,2,208,3.0,0.0,False
2212,12.0,32.0,2.6666666666666665,3,0,1,3,5,7.0,0,169,4.0,3.0,False
2213,11.0,58.0,5.2727272727272725,2,0,2,2,5,6.0,0,172,4.0,4.0,False
2214,9.0,25.0,2.7777777777777777,7,0,1,9,3,6.0,1,300,2.0,3.0,False
2215,9.0,0.0,0.0,8,0,3,1,1,0.0,1,202,0.0,0.0,False
2216,20.0,14.0,0.7,4,0,1,2,1,9.0,2,188,2.0,0.0,False
2217,13.0,9.0,0.6923076923076923,4,0,2,2,2,5.0,1,215,1.0,0.0,False
2218,6.0,3.0,0.5,11,0,0,5,1,2.0,2,165,0.0,0.0,False
2219,2.0,20.0,10.0,3,0,1,0,0,0.0,0,145,0.0,12.0,True
2220,6.0,2.0,0.3333333333333333,2,0,0,5,4,1.0,0,175,0.0,0.0,False
2221,2.0,36.0,18.0,5,0,1,0,0,2.0,1,348,5.0,1.0,False
2222,20.0,14.0,0.7,13,0,0,0,0,12.0,0,375,3.0,0.0,False
2223,11.0,0.0,0.0,1,0,1,9,6,0.0,1,63,0.0,0.0,True
2224,22.0,3.0,0.1363636363636363,6,0,2,1,2,2.0,1,339,0.0,0.0,False
2225,1.0,2.0,2.0,11,0,3,0,2,1.0,1,349,0.0,0.0,False
2226,24.0,23.0,0.9583333333333334,9,0,0,1,3,18.0,0,403,4.0,0.0,False
2227,7.0,3.0,0.4285714285714285,4,0,0,4,2,2.0,1,109,0.0,0.0,False
2228,1.0,4.0,4.0,2,0,0,0,0,1.0,1,223,0.0,0.0,False
2229,2.0,48.0,24.0,1,0,1,0,2,0.0,1,128,0.0,26.0,True
2230,23.0,36.0,1.565217391304348,9,0,1,7,4,14.0,0,177,1.0,8.0,False
2231,2.0,5.0,2.5,5,0,0,0,0,1.0,0,162,0.0,0.0,False
2232,11.0,27.0,2.4545454545454546,6,0,2,4,5,6.0,0,286,1.0,2.0,False
2233,29.0,7.0,0.2413793103448276,9,0,3,0,0,6.0,0,293,1.0,0.0,False
2234,3.0,29.0,9.666666666666666,2,0,1,0,1,0.0,0,121,0.0,19.0,True
2235,10.0,4.0,0.4,3,0,1,4,0,2.0,1,308,0.0,0.0,False
2236,2.0,21.0,10.5,12,0,3,0,2,1.0,1,232,1.0,4.0,False
2237,5.0,31.0,6.2,2,0,0,0,2,0.0,0,148,0.0,20.0,True
2238,1.0,14.0,14.0,3,0,0,0,1,0.0,1,118,0.0,8.0,True
2239,11.0,38.0,3.4545454545454546,4,0,0,8,4,2.0,1,86,0.0,24.0,True
2240,22.0,45.0,2.0454545454545454,8,0,3,7,5,13.0,0,370,0.0,11.0,False
2241,5.0,26.0,5.2,7,0,1,2,2,3.0,1,290,2.0,2.0,False
2242,5.0,26.0,5.2,12,0,4,0,0,4.0,0,428,4.0,0.0,False
2243,17.0,17.0,1.0,6,0,0,2,6,12.0,0,163,2.0,1.0,False
2244,9.0,77.0,8.555555555555555,6,0,2,2,1,7.0,1,277,13.0,3.0,False
2245,7.0,10.0,1.4285714285714286,14,0,3,1,0,6.0,0,266,2.0,0.0,False
2246,2.0,16.0,8.0,3,0,1,0,1,0.0,1,164,0.0,9.0,True
2247,8.0,121.0,15.125,6,0,1,6,1,5.0,0,341,7.0,13.0,False
2248,29.0,83.0,2.862068965517241,9,0,0,0,0,21.0,0,242,10.0,4.0,False
2249,12.0,3.0,0.25,6,0,2,4,4,2.0,0,259,0.0,0.0,False
