,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
355,6.0,2.0,0.3333333333333333,7,0,0,3,1,1.0,1,219,0.0,0.0,False
356,47.0,19.0,0.40425531914893614,3,0,1,2,3,11.0,0,269,2.0,1.0,False
357,21.0,21.0,1.0,2,0,0,3,5,11.0,1,280,1.0,2.0,False
358,16.0,17.0,1.0625,8,2,0,4,1,10.0,0,239,1.0,0.0,False
359,1.0,16.0,16.0,7,0,0,0,0,1.0,0,299,1.0,1.0,False
360,42.0,99.0,2.357142857142857,6,0,0,1,4,22.0,1,221,14.0,0.0,False
361,30.0,196.0,6.533333333333333,4,0,0,10,11,10.0,0,98,0.0,136.0,True
362,6.0,17.0,2.8333333333333335,3,0,0,0,2,4.0,1,60,0.0,9.0,True
363,1.0,26.0,26.0,3,0,0,0,2,0.0,1,165,0.0,13.0,True
364,34.0,70.0,2.0588235294117645,7,1,1,2,2,21.0,1,227,8.0,0.0,False
365,2.0,9.0,4.5,4,0,0,0,0,1.0,2,219,1.0,1.0,False
366,12.0,82.0,6.833333333333333,6,0,1,4,0,6.0,1,186,9.0,1.0,False
367,15.0,3.0,0.2,6,2,0,1,1,2.0,1,255,0.0,0.0,False
368,10.0,183.0,18.3,14,0,3,8,2,6.0,0,277,0.0,32.0,False
369,20.0,23.0,1.15,9,0,0,1,3,18.0,1,207,4.0,1.0,False
370,14.0,60.0,4.285714285714286,11,0,1,6,3,8.0,0,332,10.0,8.0,False
371,13.0,53.0,4.076923076923077,3,0,1,10,6,3.0,0,70,0.0,34.0,True
372,51.0,56.0,1.0980392156862746,11,0,0,0,1,40.0,0,373,8.0,0.0,False
373,12.0,124.0,10.333333333333334,6,0,0,3,0,7.0,1,361,8.0,15.0,False
374,5.0,20.0,4.0,1,0,0,0,2,2.0,1,185,0.0,12.0,True
375,5.0,15.0,3.0,7,0,1,1,1,3.0,1,160,1.0,0.0,False
376,20.0,33.0,1.65,7,0,1,3,6,13.0,0,102,4.0,3.0,False
377,83.0,42.0,0.5060240963855421,27,0,1,4,6,38.0,0,474,5.0,1.0,False
378,26.0,56.0,2.1538461538461537,3,0,1,5,7,18.0,2,214,6.0,5.0,False
379,3.0,37.0,12.333333333333334,0,0,0,0,2,1.0,1,182,0.0,25.0,True
380,57.0,47.0,0.8245614035087719,14,0,1,2,7,35.0,0,231,7.0,2.0,False
381,27.0,123.0,4.555555555555555,5,0,2,3,5,14.0,0,273,9.0,10.0,False
382,53.0,28.0,0.5283018867924528,17,0,2,5,5,15.0,2,312,7.0,7.0,False
383,3.0,40.0,13.333333333333334,3,0,0,0,1,0.0,1,178,0.0,21.0,True
384,5.0,56.0,11.2,7,0,2,5,1,3.0,1,372,2.0,6.0,False
385,2.0,2.0,1.0,4,0,0,0,2,0.0,0,87,0.0,1.0,True
386,12.0,218.0,18.166666666666668,1,0,1,8,6,6.0,1,132,0.0,115.0,True
387,69.0,14.0,0.2028985507246377,14,0,0,6,6,8.0,0,158,1.0,1.0,False
388,14.0,58.0,4.142857142857143,9,1,0,2,3,11.0,0,488,11.0,3.0,False
389,74.0,5.0,0.06756756756756757,11,0,0,6,7,3.0,1,288,1.0,0.0,False
391,30.0,5.0,0.16666666666666666,4,0,2,3,5,3.0,0,219,1.0,0.0,False
392,9.0,98.0,10.88888888888889,9,0,3,4,0,6.0,1,374,5.0,4.0,False
393,22.0,68.0,3.090909090909091,6,0,2,0,0,16.0,0,290,9.0,2.0,False
395,32.0,5.0,0.15625,3,0,0,1,3,3.0,1,158,0.0,0.0,False
396,12.0,44.0,3.6666666666666665,12,0,0,7,2,8.0,1,237,8.0,4.0,False
397,30.0,1.0,0.03333333333333333,3,0,0,3,3,1.0,0,250,0.0,0.0,False
398,4.0,25.0,6.25,3,0,1,2,5,2.0,0,189,2.0,2.0,False
399,2.0,11.0,5.5,8,0,0,0,0,1.0,1,307,1.0,0.0,False
400,9.0,30.0,3.3333333333333335,3,0,0,2,0,5.0,1,370,4.0,3.0,False
401,36.0,19.0,0.5277777777777778,2,0,1,4,3,11.0,0,184,2.0,2.0,False
402,6.0,51.0,8.5,14,0,0,5,0,4.0,1,335,9.0,11.0,False
403,3.0,15.0,5.0,6,0,0,1,5,2.0,0,243,1.0,1.0,False
404,30.0,60.0,2.0,3,0,1,4,3,18.0,1,232,7.0,1.0,False
405,3.0,17.0,5.666666666666667,11,0,0,0,2,2.0,0,209,0.0,2.0,False
406,5.0,69.0,13.8,2,0,0,5,4,3.0,1,201,8.0,6.0,False
407,1.0,55.0,55.0,6,0,0,0,1,1.0,1,247,7.0,5.0,False
408,26.0,42.0,1.6153846153846154,7,0,1,2,2,18.0,1,233,5.0,4.0,False
410,14.0,61.0,4.357142857142857,9,0,0,8,3,7.0,1,320,5.0,14.0,False
411,5.0,19.0,3.8,4,0,1,0,2,0.0,0,106,0.0,10.0,True
412,9.0,16.0,1.7777777777777777,1,0,0,9,3,1.0,1,112,0.0,11.0,True
413,10.0,14.0,1.4,7,0,2,2,0,5.0,1,349,2.0,0.0,False
414,19.0,10.0,0.5263157894736842,6,0,0,1,1,6.0,0,193,1.0,1.0,False
415,8.0,38.0,4.75,2,1,0,7,2,3.0,0,102,0.0,20.0,True
416,52.0,47.0,0.9038461538461539,10,0,1,0,2,35.0,0,395,5.0,5.0,False
417,6.0,23.0,3.8333333333333335,4,0,2,0,2,1.0,0,170,0.0,14.0,True
418,59.0,35.0,0.5932203389830508,4,0,3,4,6,19.0,1,303,3.0,1.0,False
419,21.0,62.0,2.9523809523809526,4,2,1,2,5,13.0,1,105,3.0,6.0,False
420,3.0,56.0,18.666666666666668,4,0,0,0,2,1.0,0,159,0.0,29.0,True
421,15.0,90.0,6.0,4,0,0,2,5,10.0,0,270,6.0,9.0,False
422,9.0,2.0,0.2222222222222222,12,0,1,5,3,1.0,0,173,0.0,0.0,False
423,10.0,36.0,3.6,4,3,0,10,6,1.0,1,96,0.0,22.0,True
424,7.0,15.0,2.142857142857143,6,0,4,6,2,5.0,1,168,1.0,2.0,False
425,21.0,59.0,2.8095238095238093,3,1,0,8,9,3.0,1,146,0.0,33.0,True
426,4.0,67.0,16.75,3,0,0,3,3,2.0,1,295,4.0,6.0,False
427,1.0,76.0,76.0,7,2,4,0,0,1.0,2,153,10.0,5.0,False
428,36.0,73.0,2.0277777777777777,8,0,2,1,6,29.0,0,233,11.0,3.0,False
429,12.0,69.0,5.75,4,0,1,1,2,8.0,1,214,4.0,3.0,False
430,2.0,127.0,63.5,4,0,0,0,0,1.0,0,195,7.0,12.0,False
432,18.0,62.0,3.4444444444444446,6,0,0,6,3,9.0,0,300,14.0,8.0,False
433,32.0,45.0,1.40625,5,2,2,8,5,17.0,1,250,4.0,10.0,False
434,77.0,38.0,0.4935064935064935,16,1,0,1,8,31.0,0,323,6.0,1.0,False
435,13.0,51.0,3.923076923076923,6,0,1,3,2,7.0,0,297,7.0,7.0,False
436,19.0,28.0,1.4736842105263157,11,0,0,7,4,10.0,1,315,6.0,3.0,False
437,24.0,30.0,1.25,4,0,1,4,6,16.0,1,261,2.0,3.0,False
439,9.0,12.0,1.3333333333333333,6,0,2,1,0,6.0,1,383,1.0,0.0,False
440,25.0,124.0,4.96,13,0,0,0,0,20.0,0,240,19.0,0.0,False
441,3.0,41.0,13.666666666666666,10,0,3,1,3,2.0,1,349,6.0,2.0,False
442,1.0,30.0,30.0,10,0,0,0,1,1.0,1,368,5.0,6.0,False
443,74.0,5.0,0.06756756756756757,9,0,0,11,6,3.0,1,169,0.0,1.0,False
444,4.0,82.0,20.5,2,0,1,3,0,3.0,1,308,10.0,4.0,False
445,6.0,37.0,6.166666666666667,4,0,1,0,2,0.0,1,173,0.0,20.0,True
446,25.0,5.0,0.2,5,0,0,2,4,4.0,0,316,1.0,0.0,False
447,10.0,9.0,0.9,1,0,1,8,7,4.0,1,177,0.0,6.0,True
448,1.0,41.0,41.0,0,0,0,0,0,1.0,0,286,2.0,0.0,False
449,18.0,0.0,0.0,4,0,2,9,9,0.0,0,175,0.0,0.0,True
450,13.0,97.0,7.461538461538462,3,0,0,4,5,7.0,2,284,5.0,10.0,False
452,1.0,13.0,13.0,3,0,1,0,2,0.0,1,116,0.0,7.0,True
454,4.0,30.0,7.5,3,0,0,0,2,1.0,0,195,0.0,16.0,True
455,13.0,15.0,1.1538461538461537,5,2,1,7,2,7.0,1,170,0.0,2.0,False
457,3.0,32.0,10.666666666666666,6,1,0,2,1,2.0,0,277,3.0,2.0,False
458,41.0,10.0,0.24390243902439024,9,0,1,3,2,5.0,0,252,1.0,1.0,False
459,26.0,69.0,2.6538461538461537,13,0,0,5,4,17.0,1,191,12.0,11.0,False
460,52.0,66.0,1.2692307692307692,6,0,0,4,6,36.0,0,246,7.0,6.0,False
461,24.0,98.0,4.083333333333333,10,0,2,2,3,20.0,0,276,17.0,5.0,False
462,4.0,49.0,12.25,14,0,4,1,1,4.0,0,328,5.0,2.0,False
463,34.0,63.0,1.8529411764705883,4,0,2,4,5,18.0,1,128,6.0,5.0,False
464,23.0,63.0,2.739130434782609,5,0,0,1,6,20.0,0,202,7.0,1.0,False
465,21.0,43.0,2.0476190476190474,5,0,1,0,0,16.0,0,293,8.0,3.0,False
466,5.0,95.0,19.0,2,1,0,3,3,3.0,1,183,7.0,9.0,False
467,24.0,6.0,0.25,2,0,1,9,9,1.0,0,97,0.0,4.0,True
468,3.0,173.0,57.666666666666664,2,0,1,0,0,2.0,1,282,18.0,18.0,False
469,33.0,42.0,1.2727272727272727,12,0,7,2,5,27.0,1,475,5.0,0.0,False
470,16.0,62.0,3.875,5,0,2,3,2,11.0,1,354,4.0,0.0,False
471,18.0,83.0,4.611111111111111,6,0,0,2,6,9.0,0,200,8.0,7.0,False
472,125.0,115.0,0.92,40,0,0,4,10,89.0,0,367,22.0,8.0,False
473,29.0,54.0,1.8620689655172413,13,0,1,7,7,17.0,0,383,14.0,9.0,False
474,49.0,8.0,0.16326530612244897,6,0,0,2,4,5.0,1,310,0.0,1.0,False
475,3.0,51.0,17.0,4,0,1,0,1,0.0,0,56,0.0,35.0,True
476,18.0,36.0,2.0,7,0,0,5,6,9.0,1,143,4.0,4.0,False
477,64.0,48.0,0.75,11,0,0,0,2,36.0,0,250,6.0,3.0,False
478,13.0,50.0,3.8461538461538463,2,0,1,4,4,7.0,1,200,6.0,4.0,False
479,25.0,38.0,1.52,12,0,2,7,4,14.0,0,282,0.0,6.0,False
480,3.0,22.0,7.333333333333333,9,0,3,0,0,2.0,0,382,3.0,1.0,False
481,32.0,26.0,0.8125,5,0,0,1,3,16.0,0,267,2.0,2.0,False
483,8.0,52.0,6.5,6,0,3,1,2,6.0,0,342,7.0,0.0,False
484,1.0,18.0,18.0,3,0,0,0,1,1.0,0,239,1.0,2.0,False
485,12.0,93.0,7.75,5,0,2,4,1,6.0,2,390,13.0,1.0,False
486,17.0,66.0,3.8823529411764706,4,0,0,8,9,4.0,0,98,0.0,38.0,True
487,39.0,60.0,1.5384615384615385,4,0,1,2,4,27.0,0,203,9.0,10.0,False
488,33.0,165.0,5.0,13,0,0,0,0,26.0,0,234,26.0,0.0,False
489,29.0,11.0,0.3793103448275862,8,0,1,4,1,6.0,1,299,1.0,0.0,False
490,27.0,8.0,0.2962962962962963,7,0,1,3,2,5.0,0,266,1.0,0.0,False
492,1.0,44.0,44.0,1,0,1,0,0,1.0,2,294,8.0,5.0,False
493,48.0,110.0,2.2916666666666665,11,0,3,0,0,35.0,0,419,19.0,7.0,False
494,9.0,90.0,10.0,3,0,1,9,7,1.0,1,82,0.0,62.0,True
495,6.0,184.0,30.666666666666668,1,0,0,0,2,1.0,0,97,1.0,122.0,True
496,44.0,34.0,0.7727272727272727,10,0,3,2,5,24.0,1,338,7.0,0.0,False
497,26.0,12.0,0.46153846153846156,7,0,0,3,3,8.0,0,272,1.0,1.0,False
498,12.0,85.0,7.083333333333333,3,0,1,4,4,7.0,1,141,9.0,8.0,False
499,32.0,143.0,4.46875,14,0,2,7,6,22.0,1,227,7.0,21.0,False
500,28.0,39.0,1.3928571428571428,13,0,1,0,0,23.0,0,456,8.0,0.0,False
501,27.0,46.0,1.7037037037037037,10,0,3,7,7,18.0,0,163,7.0,6.0,False
502,29.0,64.0,2.206896551724138,4,0,1,3,3,19.0,1,358,8.0,10.0,False
503,32.0,93.0,2.90625,8,2,0,7,6,17.0,0,296,2.0,16.0,False
504,79.0,1.0,0.012658227848101266,24,0,0,12,13,1.0,2,276,0.0,0.0,False
505,20.0,50.0,2.5,7,0,0,8,3,10.0,1,360,2.0,5.0,False
506,22.0,81.0,3.6818181818181817,3,0,0,2,6,13.0,0,182,7.0,7.0,False
507,7.0,153.0,21.857142857142858,3,0,1,7,4,4.0,1,167,0.0,107.0,True
508,26.0,73.0,2.8076923076923075,11,0,0,1,6,21.0,0,323,12.0,1.0,False
509,38.0,84.0,2.210526315789474,6,0,2,3,3,20.0,0,285,5.0,3.0,False
510,19.0,70.0,3.6842105263157894,6,0,2,1,3,15.0,0,403,12.0,3.0,False
511,5.0,14.0,2.8,14,0,1,5,0,3.0,1,284,0.0,2.0,False
512,37.0,50.0,1.3513513513513513,13,0,7,1,5,31.0,0,294,8.0,0.0,False
513,10.0,16.0,1.6,2,0,0,8,6,3.0,0,103,0.0,8.0,True
514,4.0,1.0,0.25,0,0,0,0,1,0.0,1,97,0.0,1.0,True
515,20.0,38.0,1.9,2,0,1,10,10,4.0,0,62,0.0,21.0,True
516,9.0,56.0,6.222222222222222,3,0,1,7,8,4.0,1,148,0.0,33.0,True
517,46.0,9.0,0.1956521739130435,7,0,4,1,2,5.0,1,339,1.0,1.0,False
518,33.0,11.0,0.3333333333333333,11,0,3,8,6,7.0,1,251,1.0,2.0,False
519,7.0,4.0,0.5714285714285714,6,0,0,6,3,2.0,0,325,1.0,1.0,False
520,32.0,117.0,3.65625,7,0,2,1,4,18.0,1,233,16.0,3.0,False
521,2.0,40.0,20.0,8,0,1,1,1,1.0,1,329,2.0,0.0,False
523,8.0,35.0,4.375,2,0,1,3,5,4.0,1,136,2.0,3.0,False
524,2.0,77.0,38.5,0,0,0,0,2,0.0,0,98,0.0,51.0,True
526,45.0,176.0,3.911111111111111,8,0,0,2,3,30.0,0,244,16.0,0.0,False
527,2.0,21.0,10.5,14,0,2,0,0,1.0,0,490,3.0,0.0,False
529,12.0,21.0,1.75,1,0,0,7,9,0.0,0,191,0.0,12.0,True
530,57.0,83.0,1.456140350877193,4,0,2,5,5,34.0,1,154,4.0,8.0,False
531,29.0,109.0,3.7586206896551726,9,0,3,1,3,15.0,0,167,5.0,14.0,False
532,3.0,19.0,6.333333333333333,5,0,0,2,5,2.0,1,150,2.0,2.0,False
533,27.0,60.0,2.2222222222222223,10,0,0,7,5,18.0,0,285,2.0,14.0,False
534,7.0,70.0,10.0,11,0,2,7,3,4.0,1,276,19.0,14.0,False
535,17.0,60.0,3.5294117647058822,1,0,0,10,8,1.0,0,105,0.0,33.0,True
536,44.0,50.0,1.1363636363636365,2,0,0,3,4,31.0,0,213,3.0,4.0,False
538,27.0,118.0,4.37037037037037,9,0,3,2,6,19.0,0,225,13.0,0.0,False
539,21.0,79.0,3.761904761904762,4,0,1,1,3,14.0,0,295,6.0,6.0,False
540,50.0,65.0,1.3,8,0,2,2,3,28.0,1,229,3.0,5.0,False
541,35.0,51.0,1.457142857142857,8,0,0,3,4,23.0,2,366,4.0,2.0,False
542,68.0,18.0,0.2647058823529412,11,0,3,1,8,14.0,0,495,3.0,0.0,False
543,18.0,72.0,4.0,13,0,0,0,0,15.0,0,383,11.0,4.0,False
544,30.0,42.0,1.4,6,0,2,3,3,17.0,1,318,6.0,2.0,False
545,10.0,20.0,2.0,3,0,0,9,4,0.0,1,163,0.0,10.0,True
546,5.0,26.0,5.2,1,1,1,0,2,2.0,2,172,0.0,18.0,True
547,23.0,30.0,1.3043478260869565,1,0,1,10,10,0.0,1,113,0.0,16.0,True
548,116.0,117.0,1.0086206896551724,21,0,4,8,4,71.0,0,252,13.0,0.0,False
549,30.0,98.0,3.2666666666666666,11,0,0,7,7,19.0,0,260,21.0,22.0,False
550,7.0,22.0,3.142857142857143,9,0,2,5,1,4.0,1,325,0.0,4.0,False
551,19.0,54.0,2.8421052631578947,1,0,1,7,10,7.0,1,199,0.0,36.0,True
552,20.0,32.0,1.6,12,0,0,1,4,15.0,0,295,5.0,0.0,False
553,15.0,93.0,6.2,1,0,0,7,9,3.0,0,124,0.0,50.0,True
554,103.0,44.0,0.42718446601941745,31,0,4,0,3,36.0,0,469,6.0,0.0,False
555,5.0,82.0,16.4,9,0,0,5,2,3.0,1,389,8.0,16.0,False
557,7.0,38.0,5.428571428571429,2,0,0,7,3,3.0,1,119,0.0,26.0,True
558,3.0,47.0,15.666666666666666,6,0,0,1,0,3.0,0,292,5.0,0.0,False
559,7.0,36.0,5.142857142857143,3,0,1,4,3,5.0,2,283,4.0,3.0,False
560,38.0,53.0,1.394736842105263,6,0,0,8,5,21.0,1,279,2.0,10.0,False
561,106.0,71.0,0.6698113207547169,38,0,9,4,14,50.0,0,202,12.0,3.0,False
562,8.0,24.0,3.0,3,0,0,7,9,2.0,0,72,0.0,12.0,True
563,2.0,21.0,10.5,4,0,0,1,1,1.0,1,190,3.0,0.0,False
564,5.0,9.0,1.8,4,0,2,5,5,3.0,0,183,1.0,1.0,False
565,13.0,29.0,2.230769230769231,1,0,1,9,6,4.0,1,153,0.0,17.0,True
566,28.0,27.0,0.9642857142857143,9,0,1,3,3,17.0,2,213,2.0,2.0,False
567,2.0,122.0,61.0,2,0,1,0,1,1.0,1,379,12.0,25.0,False
568,23.0,65.0,2.8260869565217392,6,1,2,9,4,13.0,0,281,0.0,8.0,False
569,50.0,34.0,0.68,17,0,4,6,9,23.0,1,321,2.0,4.0,False
570,37.0,164.0,4.4324324324324325,2,0,0,5,5,22.0,1,156,17.0,13.0,False
571,13.0,46.0,3.5384615384615383,11,2,0,6,2,7.0,1,198,5.0,9.0,False
572,6.0,2.0,0.3333333333333333,6,0,2,4,4,1.0,2,127,0.0,0.0,False
573,16.0,16.0,1.0,1,0,1,7,9,2.0,0,90,0.0,10.0,True
574,9.0,100.0,11.11111111111111,3,0,0,7,7,2.0,0,114,1.0,55.0,True
575,12.0,14.0,1.1666666666666667,7,0,2,2,1,7.0,1,266,1.0,1.0,False
576,17.0,0.0,0.0,10,0,3,8,2,0.0,0,330,0.0,0.0,False
577,6.0,14.0,2.3333333333333335,12,0,0,2,2,4.0,0,422,3.0,1.0,False
578,4.0,58.0,14.5,6,0,2,0,0,2.0,1,160,10.0,13.0,False
579,12.0,93.0,7.75,7,2,1,2,1,8.0,0,166,6.0,1.0,False
580,8.0,18.0,2.25,4,0,2,3,4,5.0,0,237,2.0,2.0,False
581,5.0,30.0,6.0,2,0,0,0,2,1.0,0,126,0.0,17.0,True
582,8.0,42.0,5.25,5,0,2,4,4,4.0,0,119,4.0,4.0,False
583,74.0,107.0,1.445945945945946,22,0,4,3,9,55.0,0,409,17.0,1.0,False
584,8.0,146.0,18.25,7,0,0,2,4,5.0,0,122,10.0,14.0,False
585,8.0,40.0,5.0,11,0,0,7,1,5.0,1,307,0.0,8.0,False
586,25.0,65.0,2.6,5,0,1,2,3,13.0,0,277,6.0,0.0,False
587,16.0,86.0,5.375,11,0,3,6,3,11.0,1,351,25.0,9.0,False
588,14.0,83.0,5.928571428571429,4,0,2,8,9,4.0,0,96,1.0,45.0,True
589,39.0,31.0,0.7948717948717948,9,0,0,3,4,17.0,2,218,2.0,1.0,False
590,15.0,62.0,4.133333333333334,12,0,4,5,4,10.0,0,166,19.0,11.0,False
591,8.0,21.0,2.625,9,0,0,2,0,5.0,0,199,2.0,0.0,False
593,59.0,0.0,0.0,11,0,3,0,0,0.0,0,221,0.0,0.0,False
594,4.0,74.0,18.5,2,0,1,0,2,1.0,1,79,0.0,44.0,True
596,1.0,2.0,2.0,6,0,1,0,1,1.0,2,222,0.0,0.0,False
597,34.0,23.0,0.6764705882352942,5,0,1,1,6,16.0,0,437,3.0,1.0,False
598,59.0,115.0,1.9491525423728813,12,0,1,2,4,39.0,0,175,11.0,12.0,False
599,27.0,91.0,3.3703703703703702,4,0,0,3,3,19.0,0,386,6.0,4.0,False
600,36.0,42.0,1.1666666666666667,7,0,2,2,2,21.0,1,363,6.0,4.0,False
601,24.0,10.0,0.4166666666666667,9,0,3,2,6,7.0,0,388,2.0,0.0,False
602,16.0,71.0,4.4375,12,0,0,2,4,14.0,1,333,13.0,4.0,False
603,41.0,65.0,1.5853658536585367,5,0,0,6,9,28.0,0,226,10.0,10.0,False
604,30.0,64.0,2.1333333333333333,5,0,0,1,4,21.0,0,253,7.0,2.0,False
605,11.0,44.0,4.0,3,0,1,4,5,7.0,0,123,4.0,4.0,False
606,11.0,36.0,3.272727272727273,12,0,3,8,2,6.0,1,192,3.0,9.0,False
607,24.0,59.0,2.4583333333333335,9,0,3,0,0,17.0,0,489,9.0,0.0,False
608,2.0,3.0,1.5,3,0,1,0,2,0.0,1,95,0.0,2.0,True
609,8.0,64.0,8.0,12,0,7,1,1,6.0,0,444,7.0,3.0,False
610,5.0,65.0,13.0,12,0,1,5,2,3.0,0,353,11.0,7.0,False
611,24.0,39.0,1.625,14,0,2,7,4,16.0,1,270,2.0,4.0,False
612,10.0,112.0,11.2,7,0,1,4,5,6.0,0,281,6.0,9.0,False
613,21.0,78.0,3.7142857142857144,5,0,1,0,0,18.0,0,494,14.0,5.0,False
614,22.0,83.0,3.772727272727273,12,0,6,7,4,15.0,1,272,21.0,14.0,False
615,14.0,24.0,1.7142857142857142,3,0,0,2,1,7.0,0,359,2.0,0.0,False
616,2.0,93.0,46.5,7,0,0,0,2,1.0,1,363,15.0,11.0,False
617,17.0,20.0,1.1764705882352942,1,0,1,10,9,3.0,0,68,0.0,12.0,True
618,16.0,96.0,6.0,2,0,1,9,8,2.0,2,129,0.0,59.0,True
619,30.0,97.0,3.2333333333333334,8,0,0,8,4,19.0,1,193,22.0,21.0,False
620,39.0,86.0,2.2051282051282053,5,0,0,3,2,24.0,0,152,9.0,11.0,False
621,32.0,81.0,2.53125,5,0,0,1,2,19.0,0,366,12.0,4.0,False
622,8.0,10.0,1.25,9,3,0,2,0,4.0,0,189,1.0,0.0,False
623,31.0,7.0,0.22580645161290322,12,0,3,1,5,5.0,0,338,1.0,0.0,False
624,10.0,113.0,11.3,14,0,0,5,3,6.0,0,161,8.0,14.0,False
626,20.0,94.0,4.7,1,0,0,7,9,5.0,1,185,1.0,50.0,True
627,7.0,65.0,9.285714285714286,2,0,1,2,5,4.0,1,288,4.0,6.0,False
628,10.0,85.0,8.5,5,0,0,2,4,7.0,0,191,9.0,6.0,False
629,10.0,75.0,7.5,2,2,0,9,2,6.0,0,121,0.0,46.0,True
630,11.0,94.0,8.545454545454545,7,0,0,3,5,6.0,1,131,11.0,9.0,False
631,8.0,52.0,6.5,3,0,1,8,2,3.0,0,195,0.0,34.0,True
632,11.0,33.0,3.0,4,0,1,3,4,6.0,1,257,2.0,3.0,False
633,13.0,46.0,3.5384615384615383,5,2,2,2,6,8.0,1,193,4.0,4.0,False
634,5.0,32.0,6.4,1,0,0,0,2,1.0,0,176,0.0,16.0,True
635,83.0,56.0,0.6746987951807228,13,0,0,2,9,48.0,1,334,9.0,0.0,False
636,6.0,12.0,2.0,9,0,3,6,0,4.0,0,291,1.0,2.0,False
637,15.0,80.0,5.333333333333333,4,0,1,8,8,4.0,1,69,0.0,44.0,True
638,29.0,44.0,1.5172413793103448,5,0,0,4,2,20.0,0,186,6.0,0.0,False
639,18.0,61.0,3.388888888888889,9,0,1,1,2,16.0,0,420,10.0,1.0,False
640,7.0,19.0,2.7142857142857144,3,0,1,7,1,2.0,1,133,0.0,11.0,True
641,15.0,8.0,0.5333333333333333,4,0,1,9,9,4.0,0,198,0.0,4.0,True
642,23.0,16.0,0.6956521739130435,7,0,0,1,5,12.0,0,258,2.0,0.0,False
643,3.0,20.0,6.666666666666667,1,1,1,0,0,2.0,1,393,3.0,0.0,False
644,43.0,48.0,1.1162790697674418,7,0,0,2,5,35.0,0,269,7.0,2.0,False
645,21.0,0.0,0.0,13,0,2,9,4,0.0,1,346,0.0,0.0,False
646,5.0,46.0,9.2,14,0,0,5,1,3.0,1,220,5.0,10.0,False
647,5.0,55.0,11.0,4,0,2,0,2,0.0,0,189,0.0,29.0,True
648,25.0,123.0,4.92,7,2,0,5,6,16.0,1,258,0.0,17.0,False
649,8.0,7.0,0.875,11,2,0,7,2,5.0,0,171,1.0,1.0,False
650,14.0,67.0,4.785714285714286,11,0,0,7,2,7.0,1,279,7.0,13.0,False
651,6.0,2.0,0.3333333333333333,8,0,0,1,1,1.0,1,169,0.0,0.0,False
652,6.0,5.0,0.8333333333333334,4,2,0,0,2,1.0,1,91,0.0,3.0,True
653,7.0,86.0,12.285714285714286,9,0,0,0,0,5.0,0,211,14.0,6.0,False
654,9.0,32.0,3.5555555555555554,6,0,1,2,5,6.0,0,286,2.0,2.0,False
655,9.0,22.0,2.4444444444444446,4,0,1,9,4,3.0,0,109,0.0,15.0,True
656,21.0,13.0,0.6190476190476191,6,0,1,3,2,8.0,1,160,1.0,1.0,False
657,2.0,213.0,106.5,4,0,0,0,0,0.0,2,53,0.0,128.0,True
658,3.0,118.0,39.333333333333336,6,1,0,1,5,2.0,0,256,7.0,9.0,False
659,1.0,113.0,113.0,2,0,0,0,1,0.0,1,160,1.0,78.0,True
660,12.0,23.0,1.9166666666666667,8,0,0,3,0,7.0,0,154,3.0,1.0,False
661,11.0,2.0,0.18181818181818182,4,0,2,2,5,1.0,1,287,0.0,0.0,False
662,3.0,52.0,17.333333333333332,2,1,1,0,1,0.0,2,155,0.0,29.0,True
664,29.0,46.0,1.5862068965517242,2,0,0,3,7,19.0,1,288,5.0,4.0,False
665,7.0,52.0,7.428571428571429,2,0,0,7,3,3.0,0,172,0.0,26.0,True
666,24.0,31.0,1.2916666666666667,7,0,0,4,2,16.0,0,378,4.0,0.0,False
667,54.0,23.0,0.42592592592592593,13,0,0,2,5,20.0,1,479,3.0,0.0,False
668,8.0,60.0,7.5,4,0,0,8,4,0.0,0,150,0.0,32.0,True
669,14.0,51.0,3.642857142857143,3,0,0,7,9,6.0,1,158,0.0,33.0,True
670,3.0,60.0,20.0,4,0,2,2,0,2.0,0,375,6.0,1.0,False
671,65.0,118.0,1.8153846153846154,18,0,0,10,9,41.0,1,259,11.0,23.0,False
672,9.0,19.0,2.111111111111111,2,0,1,8,6,1.0,1,54,0.0,12.0,True
674,10.0,51.0,5.1,1,0,0,7,4,4.0,1,119,0.0,30.0,True
675,27.0,72.0,2.6666666666666665,7,1,0,4,5,14.0,2,184,7.0,6.0,False
676,29.0,16.0,0.5517241379310345,3,0,2,1,3,10.0,1,196,1.0,1.0,False
677,17.0,27.0,1.588235294117647,12,0,2,5,3,10.0,0,228,7.0,6.0,False
678,1.0,68.0,68.0,2,0,0,0,0,0.0,2,185,0.0,38.0,True
679,2.0,11.0,5.5,7,0,2,1,4,1.0,0,225,1.0,1.0,False
680,11.0,105.0,9.545454545454545,13,0,0,5,2,6.0,1,383,3.0,18.0,False
682,27.0,39.0,1.4444444444444444,4,0,0,4,2,18.0,0,292,6.0,1.0,False
